Title,Specialties
Les spécialités de la voie générale,"Histoire Géographique, Géopolitique et Sciences politiques, Humanités, Littérature et Philosophie, Langues, Littératures et Cultures Étrangères, Littérature, Langues et Cultures de l'Antiquité, Mathématiques, Numérique et Sciences Informatiques, Sciences de la vie et de la Terre, Sciences de l'ingénieur, Sciences Économiques et Sociales, Physique Chimie, Arts : Histoire des arts, Théâtre, Arts Plastiques, Arts du Spectacle, etc, Biologie Écologie (uniquement dans les lycées agricoles), Éducation Physique, Pratiques et Culture Sportives, STMG, ST2S, STHR, STI2D, STL, STD2A, S2TMD, STAV"
